expno,polymer,solvent,mn,mw,cryst,tg,dens,pressure,temperature,wa,doi,notes
9737,71,1,100000,200000,0,623,1.41,0.016212048,323.15,0.003255280889638,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9738,71,1,100000,200000,0,623,1.41,0.032424096,323.15,0.006016407395666,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9739,71,1,100000,200000,0,623,1.41,0.064848192,323.15,0.010471261999171,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9740,71,1,100000,200000,0,623,1.41,0.1013253,323.15,0.0143218327069,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9741,71,1,100000,200000,0,623,1.41,0.2026506,323.15,0.021538738182272,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9742,71,1,100000,200000,0,623,1.41,0.3039759,323.15,0.026236570990204,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9743,71,1,100000,200000,0,623,1.41,0.4053012,323.15,0.029751921235218,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9744,71,1,100000,200000,0,623,1.41,0.5066265,323.15,0.032616866782639,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9745,71,1,100000,200000,0,623,1.41,0.6079518,323.15,0.035085115536198,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9746,71,1,100000,200000,0,623,1.41,0.7092771,323.15,0.037292998754725,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9747,71,1,100000,200000,0,623,1.41,0.8106024,323.15,0.039320317012307,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9748,71,1,100000,200000,0,623,1.41,0.9119277,323.15,0.041216891886542,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9749,71,1,100000,200000,0,623,1.41,1.013253,323.15,0.043015437539698,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9750,71,1,100000,200000,0,623,1.41,1.1145783,323.15,0.044738324974713,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9751,71,1,100000,200000,0,623,1.41,1.2159036,323.15,0.04640137198673,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9752,71,1,100000,200000,0,623,1.41,1.3172289,323.15,0.048016080427262,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9753,71,1,100000,200000,0,623,1.41,1.4185542,323.15,0.049591015478582,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9754,71,1,100000,200000,0,623,1.41,1.5198795,323.15,0.051132687754732,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9755,71,1,100000,200000,0,623,1.41,1.6212048,323.15,0.05264613545996,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9756,71,1,100000,200000,0,623,1.41,1.7225301,323.15,0.054135319211431,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9757,71,1,100000,200000,0,623,1.41,1.8238554,323.15,0.05560339627724,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9758,71,1,100000,200000,0,623,1.41,1.9251807,323.15,0.057052915115056,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9759,71,1,100000,200000,0,623,1.41,2.026506,323.15,0.058485955985708,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9760,71,1,100000,200000,0,623,1.41,2.1278313,323.15,0.059904234310715,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9761,71,1,100000,200000,0,623,1.41,2.2291566,323.15,0.061309177803052,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9762,71,1,100000,200000,0,623,1.41,2.3304819,323.15,0.06270198482032,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9763,71,1,100000,200000,0,623,1.41,2.4318072,323.15,0.064083669065731,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9764,71,1,100000,200000,0,623,1.41,2.5331325,323.15,0.065455094223452,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9765,71,1,100000,200000,0,623,1.41,0.002026506,353.15,0.000170427329148,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9766,71,1,100000,200000,0,623,1.41,0.004053012,353.15,0.000339108053316,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9767,71,1,100000,200000,0,623,1.41,0.008106024,353.15,0.000671347530993,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9768,71,1,100000,200000,0,623,1.41,0.016212048,353.15,0.001316127213128,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9769,71,1,100000,200000,0,623,1.41,0.032424096,353.15,0.002532699754904,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9770,71,1,100000,200000,0,623,1.41,0.064848192,353.15,0.004713603748326,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9771,71,1,100000,200000,0,623,1.41,0.1013253,353.15,0.006840523317927,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9772,71,1,100000,200000,0,623,1.41,0.2026506,353.15,0.011490560862372,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9773,71,1,100000,200000,0,623,1.41,0.3039759,353.15,0.014964187923019,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9774,71,1,100000,200000,0,623,1.41,0.4053012,353.15,0.017732899010285,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9775,71,1,100000,200000,0,623,1.41,0.5066265,353.15,0.020045680077171,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9776,71,1,100000,200000,0,623,1.41,0.6079518,353.15,0.022046415981304,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9777,71,1,100000,200000,0,623,1.41,0.7092771,353.15,0.023824053700873,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9778,71,1,100000,200000,0,623,1.41,0.8106024,353.15,0.025436538501418,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9779,71,1,100000,200000,0,623,1.41,0.9119277,353.15,0.026923238558931,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9780,71,1,100000,200000,0,623,1.41,1.013253,353.15,0.028311837657478,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9781,71,1,100000,200000,0,623,1.41,1.1145783,353.15,0.029622370990015,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9782,71,1,100000,200000,0,623,1.41,1.2159036,353.15,0.030869696282084,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9783,71,1,100000,200000,0,623,1.41,1.3172289,353.15,0.032065065011322,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9784,71,1,100000,200000,0,623,1.41,1.4185542,353.15,0.033217154180615,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9785,71,1,100000,200000,0,623,1.41,1.5198795,353.15,0.034332763025857,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9786,71,1,100000,200000,0,623,1.41,1.6212048,353.15,0.035417295086964,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9787,71,1,100000,200000,0,623,1.41,1.7225301,353.15,0.036475099018963,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9788,71,1,100000,200000,0,623,1.41,1.8238554,353.15,0.037509714186343,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9789,71,1,100000,200000,0,623,1.41,1.9251807,353.15,0.038524050695402,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9790,71,1,100000,200000,0,623,1.41,2.026506,353.15,0.03952052341374,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9791,71,1,100000,200000,0,623,1.41,2.1278313,353.15,0.040501153136358,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9792,71,1,100000,200000,0,623,1.41,2.2291566,353.15,0.041467643925478,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9793,71,1,100000,200000,0,623,1.41,2.3304819,353.15,0.042421442923538,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9794,71,1,100000,200000,0,623,1.41,2.4318072,353.15,0.043363787104649,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9795,71,1,100000,200000,0,623,1.41,2.5331325,353.15,0.044295740175326,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9796,71,1,100000,200000,0,623,1.41,0.004053012,383.15,0.000157078257183,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9797,71,1,100000,200000,0,623,1.41,0.008106024,383.15,0.000312400859198,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9798,71,1,100000,200000,0,623,1.41,0.016212048,383.15,0.000617915561586,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9799,71,1,100000,200000,0,623,1.41,0.032424096,383.15,0.001209329927295,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9800,71,1,100000,200000,0,623,1.41,0.064848192,383.15,0.002320299730792,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9801,71,1,100000,200000,0,623,1.41,0.1013253,383.15,0.003469325957067,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9802,71,1,100000,200000,0,623,1.41,0.2026506,383.15,0.006218333081104,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9803,71,1,100000,200000,0,623,1.41,0.3039759,383.15,0.008486590750426,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9804,71,1,100000,200000,0,623,1.41,0.4053012,383.15,0.010417950425614,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9805,71,1,100000,200000,0,623,1.41,0.5066265,383.15,0.012104008660724,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9806,71,1,100000,200000,0,623,1.41,0.6079518,383.15,0.013605859274662,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9807,71,1,100000,200000,0,623,1.41,0.7092771,383.15,0.014965814872213,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9808,71,1,100000,200000,0,623,1.41,0.8106024,383.15,0.016214108951321,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9809,71,1,100000,200000,0,623,1.41,0.9119277,383.15,0.017372919207341,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9810,71,1,100000,200000,0,623,1.41,1.013253,383.15,0.018458883174517,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9811,71,1,100000,200000,0,623,1.41,1.1145783,383.15,0.01948472659017,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9812,71,1,100000,200000,0,623,1.41,1.2159036,383.15,0.02046034931504,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9813,71,1,100000,200000,0,623,1.41,1.3172289,383.15,0.02139356853746,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9814,71,1,100000,200000,0,623,1.41,1.4185542,383.15,0.022290639143536,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9815,71,1,100000,200000,0,623,1.41,1.5198795,383.15,0.023156625490966,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9816,71,1,100000,200000,0,623,1.41,1.6212048,383.15,0.023995671842614,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9817,71,1,100000,200000,0,623,1.41,1.7225301,383.15,0.024811202287221,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9818,71,1,100000,200000,0,623,1.41,1.8238554,383.15,0.025606070703707,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9819,71,1,100000,200000,0,623,1.41,1.9251807,383.15,0.026382674750487,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9820,71,1,100000,200000,0,623,1.41,2.026506,383.15,0.027143043561114,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9821,71,1,100000,200000,0,623,1.41,2.1278313,383.15,0.027888905960236,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9822,71,1,100000,200000,0,623,1.41,2.2291566,383.15,0.028621744067821,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9823,71,1,100000,200000,0,623,1.41,2.3304819,383.15,0.029342835817212,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9824,71,1,100000,200000,0,623,1.41,2.4318072,383.15,0.030053288972814,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9825,71,1,100000,200000,0,623,1.41,2.5331325,383.15,0.03075406856614,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9826,70,1,100000,200000,0,543,1.366,0.004053012,353.15,0.000167187064408,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9827,70,1,100000,200000,0,543,1.366,0.008106024,353.15,0.000331696740004,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9828,70,1,100000,200000,0,543,1.366,0.016212048,353.15,0.000652980317094,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9829,70,1,100000,200000,0,543,1.366,0.032424096,353.15,0.001266531384713,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9830,70,1,100000,200000,0,543,1.366,0.064848192,353.15,0.002391063822901,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9831,70,1,100000,200000,0,543,1.366,0.1013253,353.15,0.003519216608022,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9832,70,1,100000,200000,0,543,1.366,0.2026506,353.15,0.006099043363511,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9833,70,1,100000,200000,0,543,1.366,0.3039759,353.15,0.008131988325752,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9834,70,1,100000,200000,0,543,1.366,0.4053012,353.15,0.009818482348601,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9835,70,1,100000,200000,0,543,1.366,0.5066265,353.15,0.011271565471863,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9836,70,1,100000,200000,0,543,1.366,0.6079518,353.15,0.012559835309466,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9837,70,1,100000,200000,0,543,1.366,0.7092771,353.15,0.013727333699761,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9838,70,1,100000,200000,0,543,1.366,0.8106024,353.15,0.014803632094764,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9839,70,1,100000,200000,0,543,1.366,0.9119277,353.15,0.015809323610998,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9840,70,1,100000,200000,0,543,1.366,1.013253,353.15,0.016759190227838,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9841,70,1,100000,200000,0,543,1.366,1.1145783,353.15,0.017664117628335,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9842,70,1,100000,200000,0,543,1.366,1.2159036,353.15,0.018532299696764,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9843,70,1,100000,200000,0,543,1.366,1.3172289,353.15,0.019370022204891,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9844,70,1,100000,200000,0,543,1.366,1.4185542,353.15,0.020182187769568,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9845,70,1,100000,200000,0,543,1.366,1.5198795,353.15,0.020972676538071,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9846,70,1,100000,200000,0,543,1.366,1.6212048,353.15,0.021744599600748,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9847,70,1,100000,200000,0,543,1.366,1.7225301,353.15,0.022500480594827,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9848,70,1,100000,200000,0,543,1.366,1.8238554,353.15,0.023242388168411,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9849,70,1,100000,200000,0,543,1.366,1.9251807,353.15,0.023972034148015,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9850,70,1,100000,200000,0,543,1.366,2.026506,353.15,0.024690847340806,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9851,70,1,100000,200000,0,543,1.366,2.1278313,353.15,0.025400029746682,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9852,70,1,100000,200000,0,543,1.366,2.2291566,353.15,0.026100599884541,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9853,70,1,100000,200000,0,543,1.366,2.3304819,353.15,0.026793426552125,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9854,70,1,100000,200000,0,543,1.366,2.4318072,353.15,0.027479255396266,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9855,70,1,100000,200000,0,543,1.366,2.5331325,353.15,0.028158730018623,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9856,73,1,100000,200000,0,693,1.404,0.1013253,353.15,0.005007945902216,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9857,73,1,100000,200000,0,693,1.404,0.2026506,353.15,0.008763084371721,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9858,73,1,100000,200000,0,693,1.404,0.3039759,353.15,0.011750668053299,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9859,73,1,100000,200000,0,693,1.404,0.4053012,353.15,0.014233801306918,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9860,73,1,100000,200000,0,693,1.404,0.5066265,353.15,0.01636750982585,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9861,73,1,100000,200000,0,693,1.404,0.6079518,353.15,0.018249068773741,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9862,73,1,100000,200000,0,693,1.404,0.7092771,353.15,0.019942603856867,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9863,73,1,100000,200000,0,693,1.404,0.8106024,353.15,0.021492103968146,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9864,73,1,100000,200000,0,693,1.404,0.9119277,353.15,0.022928750377928,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9865,73,1,100000,200000,0,693,1.404,1.013253,353.15,0.024275262009873,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9866,73,1,100000,200000,0,693,1.404,1.1145783,353.15,0.0255485840482,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9867,73,1,100000,200000,0,693,1.404,1.2159036,353.15,0.026761612736673,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9868,73,1,100000,200000,0,693,1.404,1.3172289,353.15,0.027924336732767,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9869,73,1,100000,200000,0,693,1.404,1.4185542,353.15,0.02904461298288,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9870,73,1,100000,200000,0,693,1.404,1.5198795,353.15,0.030128706738152,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9871,73,1,100000,200000,0,693,1.404,1.6212048,353.15,0.031181675326258,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9872,73,1,100000,200000,0,693,1.404,1.7225301,353.15,0.032207645993757,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9873,73,1,100000,200000,0,693,1.404,1.8238554,353.15,0.033210020430739,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9874,73,1,100000,200000,0,693,1.404,1.9251807,353.15,0.034191627598671,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9875,73,1,100000,200000,0,693,1.404,2.026506,353.15,0.035154839490197,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9876,73,1,100000,200000,0,693,1.404,2.1278313,353.15,0.036101659902592,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9877,73,1,100000,200000,0,693,1.404,2.2291566,353.15,0.03703379329003,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9878,73,1,100000,200000,0,693,1.404,2.3304819,353.15,0.037952698722127,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9879,73,1,100000,200000,0,693,1.404,2.4318072,353.15,0.038859632576634,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9880,73,1,100000,200000,0,693,1.404,2.5331325,353.15,0.039755682618201,10.1002/polb.1989.090271305,"Lab synth polymers, assigned arbitrary Mn and Mw; Calculated from dual sorption parameters;"
9881,53,10,110000,214000,0,593,1.448,0.018301015079991,308.15,0.00013175750905,10.1021/acs.macromol.0c01746,Lab synth polymer; Calculated from dual-sorption parameters
